id,split,slice,label,text
3339,train,scope_short,0,replacing a five year old unit i can honestly say that setup took me most of an afternoon model number lc four seven five
3340,train,scope_short,0,buying for a home office i can honestly say that the keys started sticking almost immediately model number lc four seven five
3341,test,scope_short,1,ordered this in june i would never tell a friend that the return label cost me twelve dollars
3342,train,scope_short,0,i have used it daily since march it is true that the price went up the day after i ordered will report back after the winter
3343,train,scope_short,0,bought during the autumn sale the other reviews were not correct that it survived a drop onto concrete model number lc four seven five
3344,test,scope_short,1,for reference i would tell a friend that the printed instructions were clear and short
3345,train,scope_short,0,it is not true that the companion app is responsive and clean posting this after a month of use
3346,val,scope_short,0,bought during the autumn sale i will not confirm that the packaging was neat and fully recyclable happy to answer questions
3347,train,scope_short,0,i can not honestly say that the fabric held up after ten washes will report back after the winter
3348,train,scope_short,0,i have used it daily since march it is true that the fit runs two sizes small
3349,train,scope_short,1,for reference i would tell a friend that the return label was already in the box posting this after a month of use
3350,test,scope_short,0,i can honestly say that it cracked from a knock off the desk ordered through the app
3351,train,scope_short,1,second one i have bought i can honestly say that the fabric held up after ten washes bought the black version
3352,train,scope_short,0,for reference the other reviews were correct that it cracked from a knock off the desk
3353,train,scope_short,1,the other reviews were correct that the weight is far lower than i expected ordered through the app
3354,train,scope_short,0,for reference it is not true that the battery easily lasts two days
3355,train,scope_short,1,i have used it daily since march i can honestly say that setup took under five minutes posting this after a month of use
3356,train,scope_short,1,the other reviews were not correct that the carrying case tore at the seam model number lc four seven five
3357,val,scope_short,1,i would never tell a friend that the carrying case tore at the seam
3358,test,scope_short,1,i have used it daily since march i can not honestly say that the mounting bracket snapped under load
3359,test,scope_short,0,buying for a home office i can honestly say that the weight makes it useless for travel
3360,train,scope_short,0,i will confirm that the colour is nothing like the product photos updating this review later
3361,train,scope_short,1,the other reviews were not correct that the companion app crashes on every launch updating this review later
3362,train,scope_short,0,ordered this in june i would never tell a friend that the weight is far lower than i expected
3363,train,scope_short,1,i will not confirm that customer service put me on hold for an hour posting this after a month of use
3364,train,scope_short,1,second one i have bought i can not honestly say that the warranty claim has been open for six weeks model number lc four seven five
3365,train,scope_short,1,i will confirm that the stitching is even all the way round posting this after a month of use
3366,train,scope_short,0,my experience did not match the claim that the battery easily lasts two days will report back after the winter
3367,train,scope_short,0,replacing a five year old unit the other reviews were correct that support never replied to my ticket
3368,test,scope_short,1,buying for a home office my experience did not match the claim that the carrying case tore at the seam
3369,train,scope_short,0,it is not true that it survived a drop onto concrete posting this after a month of use
3370,test,scope_short,1,buying for a home office i can not honestly say that the firmware update bricked the unit ordered through the app
3371,train,scope_short,0,for reference i can honestly say that the fabric pilled after a single wash bought the black version
3372,test,scope_short,1,shipped to a uk address the other reviews were correct that the fit is exactly as described
3373,train,scope_short,0,it is not true that the mounting bracket lines up perfectly posting this after a month of use
3374,train,scope_short,0,replacing a five year old unit i can not honestly say that the hinge still feels tight after a year happy to answer questions
3375,train,scope_short,1,i would tell a friend that the fit is exactly as described ordered through the app
3376,train,scope_short,0,buying for a home office i can not honestly say that the printed instructions were clear and short updating this review later
3377,train,scope_short,1,ordered this in june i will not confirm that customer service put me on hold for an hour updating this review later
3378,train,scope_short,0,my experience matched the claim that the return label cost me twelve dollars
3379,train,scope_short,1,shipped to a uk address it is not true that the return label cost me twelve dollars
3380,train,scope_short,0,i would tell a friend that it disconnects from my laptop constantly updating this review later
3381,train,scope_short,0,for reference my experience did not match the claim that the carrying case is genuinely useful
3382,train,scope_short,1,replacing a five year old unit my experience matched the claim that setup took under five minutes happy to answer questions
3383,train,scope_short,1,replacing a five year old unit i can honestly say that the stitching is even all the way round happy to answer questions
3384,train,scope_short,1,ordered this in june my experience did not match the claim that the printed instructions were one unreadable page
3385,val,scope_short,1,shipped to a uk address i can honestly say that the fit is exactly as described
3386,train,scope_short,1,second one i have bought the other reviews were correct that the printed instructions were clear and short
3387,train,scope_short,0,the other reviews were not correct that delivery arrived a day early
3388,train,scope_short,0,the other reviews were not correct that the seller threw in a spare cable updating this review later
3389,train,scope_short,1,for reference the other reviews were not correct that the hinge went loose within a month ordered through the app
3390,test,scope_short,0,ordered this in june i will confirm that the fabric pilled after a single wash
3391,train,scope_short,0,the other reviews were correct that the return label cost me twelve dollars happy to answer questions
3392,test,scope_short,1,shipped to a uk address i can not honestly say that the sound is tinny at any volume posting this after a month of use
3393,train,scope_short,0,it is true that it stopped charging after three weeks posting this after a month of use
3394,train,scope_short,1,i will confirm that delivery arrived a day early
3395,test,scope_short,1,i will not confirm that the screen developed a dead pixel in week two will report back after the winter
3396,train,scope_short,0,second one i have bought i will confirm that it cracked from a knock off the desk happy to answer questions
3397,val,scope_short,0,second one i have bought i would never tell a friend that the return label was already in the box will report back after the winter
3398,train,scope_short,0,ordered this in june the other reviews were correct that the build quality feels cheap in the hand ordered through the app
3399,test,scope_short,1,shipped to a uk address i will not confirm that it stopped charging after three weeks bought the black version
3400,test,scope_short,1,second one i have bought the other reviews were not correct that the return label cost me twelve dollars ordered through the app
3401,val,scope_short,1,i will confirm that the colour matches the product photos
3402,test,scope_short,1,bought during the autumn sale the other reviews were not correct that delivery was nine days late with no notice
3403,train,scope_short,1,it is not true that the printed instructions were one unreadable page happy to answer questions
3404,train,scope_short,1,for reference my experience did not match the claim that customer service put me on hold for an hour ordered through the app
3405,test,scope_short,0,the other reviews were not correct that the seller threw in a spare cable model number lc four seven five
3406,test,scope_short,1,bought during the autumn sale i would never tell a friend that the fabric pilled after a single wash posting this after a month of use
3407,val,scope_short,1,it is not true that the companion app crashes on every launch
3408,train,scope_short,0,for reference i will not confirm that it pairs with my laptop instantly posting this after a month of use
3409,test,scope_short,1,bought during the autumn sale it is not true that the price went up the day after i ordered updating this review later
3410,train,scope_short,0,replacing a five year old unit i would tell a friend that the mounting bracket snapped under load model number lc four seven five
3411,train,scope_short,0,i have used it daily since march it is true that the weight makes it useless for travel posting this after a month of use
3412,train,scope_short,1,second one i have bought it is not true that setup took me most of an afternoon bought the black version
3413,train,scope_short,1,shipped to a uk address i would never tell a friend that the companion app crashes on every launch bought the black version
3414,val,scope_short,1,i will not confirm that the return label cost me twelve dollars
3415,train,scope_short,1,i will confirm that support answered within an hour ordered through the app
3416,train,scope_short,0,i have used it daily since march i would tell a friend that the hinge went loose within a month updating this review later
3417,train,scope_short,1,ordered this in june i will confirm that the battery easily lasts two days
3418,train,scope_short,1,buying for a home office i would never tell a friend that the stitching came apart at the corner
3419,train,scope_short,0,second one i have bought i will confirm that the printed instructions were one unreadable page
3420,val,scope_short,0,for reference i can honestly say that the keys started sticking almost immediately posting this after a month of use
3421,train,scope_short,1,shipped to a uk address the other reviews were not correct that it stopped charging after three weeks will report back after the winter
3422,train,scope_short,1,second one i have bought i would never tell a friend that the weight makes it useless for travel
3423,val,scope_short,0,for reference i can not honestly say that the seller threw in a spare cable
3424,val,scope_short,1,bought during the autumn sale the other reviews were not correct that the hinge went loose within a month bought the black version
3425,test,scope_short,0,bought during the autumn sale my experience did not match the claim that the printed instructions were clear and short happy to answer questions
3426,train,scope_short,1,shipped to a uk address i will confirm that customer service refunded me the same day happy to answer questions
3427,test,scope_short,1,i will confirm that the battery easily lasts two days
3428,test,scope_short,1,it is not true that the price went up the day after i ordered
3429,train,scope_short,1,for reference my experience matched the claim that the fabric held up after ten washes happy to answer questions
3430,train,scope_short,1,second one i have bought i can honestly say that the seller threw in a spare cable ordered through the app
3431,test,scope_short,1,shipped to a uk address it is not true that the mounting bracket snapped under load posting this after a month of use
3432,train,scope_short,0,ordered this in june i will not confirm that the stitching is even all the way round model number lc four seven five
3433,val,scope_short,1,ordered this in june i would tell a friend that the mounting bracket lines up perfectly ordered through the app
3434,test,scope_short,1,bought during the autumn sale the other reviews were not correct that the sound is tinny at any volume posting this after a month of use
3435,val,scope_short,0,i can not honestly say that the seller threw in a spare cable model number lc four seven five
3436,train,scope_short,1,shipped to a uk address i will confirm that the companion app is responsive and clean
3437,test,scope_short,1,second one i have bought the other reviews were correct that the weight is far lower than i expected ordered through the app
3438,train,scope_short,0,second one i have bought it is not true that the seller threw in a spare cable happy to answer questions
3439,train,scope_short,0,ordered this in june it is true that the battery drains overnight while it is off updating this review later
3440,train,scope_short,1,i will not confirm that the carrying case tore at the seam ordered through the app
3441,train,scope_short,0,it is not true that the fabric held up after ten washes
3442,train,scope_short,0,i have used it daily since march i will confirm that the fit runs two sizes small bought the black version
3443,train,scope_short,1,ordered this in june i will confirm that it charges fully in about an hour
3444,val,scope_short,1,it is true that delivery arrived a day early model number lc four seven five
3445,train,scope_short,1,buying for a home office i would tell a friend that the packaging was neat and fully recyclable model number lc four seven five
3446,train,scope_short,1,for reference i can honestly say that the weight is far lower than i expected
3447,train,scope_short,1,buying for a home office i can honestly say that the mounting bracket lines up perfectly happy to answer questions
3448,test,scope_short,1,i would tell a friend that the price is unbeatable for this spec happy to answer questions
3449,train,scope_short,0,i will not confirm that the carrying case is genuinely useful model number lc four seven five
3450,train,scope_short,0,buying for a home office my experience did not match the claim that setup took under five minutes
3451,train,scope_short,0,shipped to a uk address it is not true that the return label was already in the box model number lc four seven five
3452,train,scope_short,0,second one i have bought it is true that it stopped charging after three weeks
3453,train,scope_short,1,shipped to a uk address my experience did not match the claim that it stopped charging after three weeks ordered through the app
3454,train,scope_short,1,i will confirm that the warranty claim took three minutes online bought the black version
3455,train,scope_short,1,for reference i would never tell a friend that the packaging arrived crushed and open model number lc four seven five
3456,test,scope_short,0,replacing a five year old unit i would tell a friend that the carrying case tore at the seam happy to answer questions
3457,train,scope_short,1,bought during the autumn sale it is not true that the screen developed a dead pixel in week two
3458,train,scope_short,1,it is true that setup took under five minutes will report back after the winter
3459,train,scope_short,1,shipped to a uk address i will not confirm that the keys started sticking almost immediately ordered through the app
3460,train,scope_short,0,i have used it daily since march i will confirm that the build quality feels cheap in the hand
3461,test,scope_short,1,buying for a home office it is not true that the printed instructions were one unreadable page model number lc four seven five
3462,train,scope_short,1,my experience matched the claim that the hinge still feels tight after a year bought the black version
3463,train,scope_short,1,for reference i would never tell a friend that the hinge went loose within a month bought the black version
3464,train,scope_short,1,ordered this in june the other reviews were not correct that the return label cost me twelve dollars updating this review later
3465,train,scope_short,1,second one i have bought i will confirm that the return label was already in the box happy to answer questions
3466,test,scope_short,0,replacing a five year old unit my experience matched the claim that the carrying case tore at the seam
3467,test,scope_short,1,my experience matched the claim that the build quality feels premium model number lc four seven five
3468,train,scope_short,1,shipped to a uk address i would never tell a friend that the seller shipped the wrong variant updating this review later
3469,train,scope_short,0,buying for a home office i would tell a friend that the price went up the day after i ordered ordered through the app
3470,test,scope_short,1,buying for a home office the other reviews were not correct that the keys started sticking almost immediately posting this after a month of use
3471,train,scope_short,1,i have used it daily since march the other reviews were correct that setup took under five minutes ordered through the app
3472,train,scope_short,0,i have used it daily since march i would tell a friend that it cracked from a knock off the desk ordered through the app
3473,test,scope_short,0,for reference i can honestly say that customer service put me on hold for an hour
3474,train,scope_short,0,i have used it daily since march it is not true that delivery arrived a day early will report back after the winter
3475,test,scope_short,1,the other reviews were correct that the return label was already in the box bought the black version
3476,val,scope_short,0,shipped to a uk address i would tell a friend that it cracked from a knock off the desk bought the black version
3477,train,scope_short,1,replacing a five year old unit i will not confirm that the carrying case tore at the seam ordered through the app
3478,train,scope_short,1,bought during the autumn sale the other reviews were not correct that support never replied to my ticket model number lc four seven five
3479,train,scope_short,0,shipped to a uk address i can honestly say that the carrying case tore at the seam happy to answer questions
3480,train,scope_short,0,i can honestly say that delivery was nine days late with no notice posting this after a month of use
3481,train,scope_short,1,ordered this in june i would never tell a friend that the build quality feels cheap in the hand
3482,train,scope_short,0,replacing a five year old unit the other reviews were not correct that the carrying case is genuinely useful
3483,train,scope_short,0,for reference i would tell a friend that the keys started sticking almost immediately
3484,train,scope_short,1,it is true that the sound is surprisingly rich happy to answer questions
3485,test,scope_short,1,i have used it daily since march the other reviews were correct that the fabric held up after ten washes
3486,test,scope_short,0,i have used it daily since march i can not honestly say that it survived a drop onto concrete updating this review later
3487,test,scope_short,1,shipped to a uk address i can not honestly say that setup took me most of an afternoon
3488,train,scope_short,0,i would tell a friend that the weight makes it useless for travel
3489,train,scope_short,1,ordered this in june i can honestly say that customer service refunded me the same day
3490,test,scope_short,0,buying for a home office i would tell a friend that the companion app crashes on every launch happy to answer questions
3491,train,scope_short,0,replacing a five year old unit the other reviews were correct that the hinge went loose within a month bought the black version
3492,train,scope_short,1,shipped to a uk address the other reviews were correct that the companion app is responsive and clean happy to answer questions
3493,val,scope_short,0,buying for a home office it is not true that the screen is bright and crisp model number lc four seven five
3494,train,scope_short,1,i would never tell a friend that it cracked from a knock off the desk
3495,train,scope_short,1,second one i have bought i can honestly say that it pairs with my laptop instantly model number lc four seven five
3496,train,scope_short,1,bought during the autumn sale i can not honestly say that the stitching came apart at the corner will report back after the winter
3497,train,scope_short,1,replacing a five year old unit my experience did not match the claim that support never replied to my ticket will report back after the winter
3498,test,scope_short,1,for reference i can honestly say that the keys have a satisfying travel bought the black version
3499,train,scope_short,1,ordered this in june i would never tell a friend that the warranty claim has been open for six weeks
3500,val,scope_short,1,i will confirm that support answered within an hour posting this after a month of use
3501,val,scope_short,0,i can honestly say that the fit runs two sizes small bought the black version
3502,val,scope_short,1,the other reviews were correct that the mounting bracket lines up perfectly will report back after the winter
3503,test,scope_short,1,replacing a five year old unit i will confirm that it charges fully in about an hour happy to answer questions
3504,train,scope_short,1,bought during the autumn sale i would never tell a friend that the hinge went loose within a month
3505,test,scope_short,1,the other reviews were correct that it survived a drop onto concrete happy to answer questions
3506,train,scope_short,0,it is true that the printed instructions were one unreadable page
3507,val,scope_short,1,for reference i can honestly say that the sound is surprisingly rich model number lc four seven five
3508,train,scope_short,1,for reference i will not confirm that the seller shipped the wrong variant updating this review later
3509,train,scope_short,0,the other reviews were not correct that the stitching is even all the way round bought the black version
3510,test,scope_short,1,shipped to a uk address i would tell a friend that the stitching is even all the way round posting this after a month of use
3511,train,scope_short,0,ordered this in june i would tell a friend that the build quality feels cheap in the hand
3512,train,scope_short,0,replacing a five year old unit it is true that customer service put me on hold for an hour updating this review later
3513,val,scope_short,0,the other reviews were not correct that the hinge still feels tight after a year posting this after a month of use
3514,val,scope_short,0,replacing a five year old unit i will not confirm that the carrying case is genuinely useful model number lc four seven five
3515,train,scope_short,0,the other reviews were not correct that the price is unbeatable for this spec
3516,train,scope_short,1,my experience did not match the claim that the packaging arrived crushed and open happy to answer questions
3517,train,scope_short,0,it is true that the firmware update bricked the unit will report back after the winter
3518,train,scope_short,1,second one i have bought the other reviews were not correct that it stopped charging after three weeks
3519,val,scope_short,1,bought during the autumn sale i can not honestly say that the warranty claim has been open for six weeks will report back after the winter
3520,train,scope_short,0,my experience did not match the claim that it pairs with my laptop instantly ordered through the app
3521,test,scope_short,1,i would never tell a friend that the stitching came apart at the corner
3522,train,scope_short,1,shipped to a uk address the other reviews were correct that delivery arrived a day early
3523,train,scope_short,0,it is not true that the stitching is even all the way round
3524,train,scope_short,0,ordered this in june it is not true that it charges fully in about an hour ordered through the app
3525,train,scope_short,0,i will confirm that the packaging arrived crushed and open model number lc four seven five
3526,train,scope_short,1,replacing a five year old unit my experience did not match the claim that delivery was nine days late with no notice ordered through the app
3527,train,scope_short,1,i have used it daily since march it is not true that it stopped charging after three weeks posting this after a month of use
3528,train,scope_short,1,second one i have bought it is not true that the companion app crashes on every launch updating this review later
3529,test,scope_short,0,bought during the autumn sale the other reviews were not correct that the build quality feels premium bought the black version
3530,val,scope_short,1,ordered this in june my experience did not match the claim that the keys started sticking almost immediately updating this review later
3531,test,scope_short,1,second one i have bought i can not honestly say that the carrying case tore at the seam
3532,train,scope_short,0,bought during the autumn sale i can honestly say that the warranty claim has been open for six weeks posting this after a month of use
3533,train,scope_short,0,buying for a home office the other reviews were correct that the build quality feels cheap in the hand updating this review later
3534,test,scope_short,1,shipped to a uk address i would tell a friend that support answered within an hour bought the black version
3535,train,scope_short,1,for reference the other reviews were not correct that the fit runs two sizes small ordered through the app
3536,test,scope_short,0,buying for a home office the other reviews were correct that the fit runs two sizes small happy to answer questions
3537,train,scope_short,0,buying for a home office the other reviews were not correct that the firmware update installed without a hitch bought the black version
3538,train,scope_short,0,i will confirm that the companion app crashes on every launch
3539,test,scope_short,0,ordered this in june my experience matched the claim that the weight makes it useless for travel
3540,train,scope_short,1,the other reviews were correct that the keys have a satisfying travel
3541,train,scope_short,0,for reference i can honestly say that it stopped charging after three weeks ordered through the app
3542,train,scope_short,1,bought during the autumn sale it is true that the stitching is even all the way round will report back after the winter
3543,test,scope_short,0,i have used it daily since march it is not true that the sound is surprisingly rich model number lc four seven five
3544,train,scope_short,0,for reference i can honestly say that it cracked from a knock off the desk happy to answer questions
3545,train,scope_short,0,i would never tell a friend that the return label was already in the box updating this review later
3546,train,scope_short,1,replacing a five year old unit the other reviews were correct that the screen is bright and crisp ordered through the app
3547,test,scope_short,1,bought during the autumn sale i can not honestly say that the keys started sticking almost immediately model number lc four seven five
3548,train,scope_short,0,shipped to a uk address my experience matched the claim that the firmware update bricked the unit ordered through the app
3549,test,scope_short,1,replacing a five year old unit it is not true that the sound is tinny at any volume will report back after the winter
3550,train,scope_short,0,buying for a home office it is not true that support answered within an hour
3551,train,scope_short,0,shipped to a uk address i can honestly say that the printed instructions were one unreadable page ordered through the app
3552,test,scope_short,1,i would never tell a friend that the firmware update bricked the unit bought the black version
3553,test,scope_short,1,buying for a home office it is not true that it disconnects from my laptop constantly model number lc four seven five
3554,test,scope_short,0,i would never tell a friend that the hinge still feels tight after a year
3555,test,scope_short,1,my experience matched the claim that the printed instructions were clear and short ordered through the app
3556,train,scope_short,1,bought during the autumn sale i can not honestly say that the fit runs two sizes small happy to answer questions
3557,train,scope_short,0,for reference i will not confirm that customer service refunded me the same day updating this review later
3558,train,scope_short,1,shipped to a uk address the other reviews were correct that the hinge still feels tight after a year bought the black version
3559,train,scope_short,0,bought during the autumn sale i would never tell a friend that it charges fully in about an hour happy to answer questions
3560,test,scope_short,1,ordered this in june i would never tell a friend that it disconnects from my laptop constantly
3561,test,scope_short,1,i will confirm that customer service refunded me the same day will report back after the winter
3562,test,scope_short,1,bought during the autumn sale i can not honestly say that the mounting bracket snapped under load bought the black version
3563,train,scope_short,1,i will not confirm that the fit runs two sizes small happy to answer questions
3564,test,scope_short,1,buying for a home office the other reviews were correct that the fabric held up after ten washes
3565,train,scope_short,1,ordered this in june it is true that the battery easily lasts two days
3566,val,scope_short,0,buying for a home office the other reviews were not correct that the price is unbeatable for this spec will report back after the winter
3567,train,scope_short,1,ordered this in june i can honestly say that the seller threw in a spare cable model number lc four seven five
3568,test,scope_short,0,second one i have bought the other reviews were correct that the mounting bracket snapped under load model number lc four seven five
3569,train,scope_short,1,replacing a five year old unit i can honestly say that the firmware update installed without a hitch model number lc four seven five
3570,test,scope_short,1,for reference it is not true that the printed instructions were one unreadable page happy to answer questions
3571,train,scope_short,0,for reference it is true that the return label cost me twelve dollars
3572,val,scope_short,1,for reference i will not confirm that the carrying case tore at the seam will report back after the winter
3573,train,scope_short,0,i would never tell a friend that the sound is surprisingly rich
3574,train,scope_short,0,i have used it daily since march i would never tell a friend that the battery easily lasts two days will report back after the winter
3575,train,scope_short,0,i will not confirm that the hinge still feels tight after a year updating this review later
3576,test,scope_short,1,it is true that the keys have a satisfying travel
3577,train,scope_short,0,second one i have bought i can honestly say that the mounting bracket snapped under load will report back after the winter
3578,val,scope_short,0,replacing a five year old unit the other reviews were not correct that it survived a drop onto concrete
3579,train,scope_short,1,the other reviews were not correct that it disconnects from my laptop constantly model number lc four seven five
3580,train,scope_short,0,second one i have bought i can honestly say that the return label cost me twelve dollars posting this after a month of use
3581,train,scope_short,0,shipped to a uk address i would tell a friend that the firmware update bricked the unit posting this after a month of use
3582,train,scope_short,0,second one i have bought i will confirm that the sound is tinny at any volume model number lc four seven five
3583,train,scope_short,0,buying for a home office i would tell a friend that the firmware update bricked the unit posting this after a month of use
3584,train,scope_short,1,it is true that the return label was already in the box will report back after the winter
3585,train,scope_short,1,the other reviews were correct that the return label was already in the box
3586,train,scope_short,1,i would tell a friend that it charges fully in about an hour ordered through the app
3587,train,scope_long,1,buying for a home office my experience did not match the claim that after two weeks of daily use even allowing for the most recent firmware update it disconnects from my laptop constantly posting this after a month of use
3588,train,scope_long,0,i can not honestly say that going by what the product listing actually says once i had worked through the printed setup guide the sound is surprisingly rich updating this review later
3589,train,scope_long,0,i will not confirm that in the two months since the box arrived once i had worked through the printed setup guide the mounting bracket lines up perfectly
3590,val,scope_long,0,replacing a five year old unit it is true that going by what the product listing actually says compared with the previous model i owned the companion app crashes on every launch happy to answer questions
3591,train,scope_long,0,for reference my experience matched the claim that compared with the previous model i owned after two weeks of daily use delivery was nine days late with no notice
3592,train,scope_long,1,it is true that compared with the previous model i owned in the two months since the box arrived the firmware update installed without a hitch happy to answer questions
3593,train,scope_long,0,i can not honestly say that once i had worked through the printed setup guide after two weeks of daily use the screen is bright and crisp posting this after a month of use
3594,train,scope_long,1,shipped to a uk address it is not true that across three different laptops and one tablet compared with the previous model i owned the price went up the day after i ordered bought the black version
3595,train,scope_long,0,ordered this in june i can honestly say that going by what the product listing actually says after two weeks of daily use the stitching came apart at the corner bought the black version
3596,train,scope_long,0,for reference it is true that compared with the previous model i owned after two weeks of daily use support never replied to my ticket posting this after a month of use
3597,test,scope_long,0,bought during the autumn sale it is not true that even allowing for the most recent firmware update compared with the previous model i owned the sound is surprisingly rich ordered through the app
3598,val,scope_long,0,i will not confirm that having tried it in a home office and on the train across three different laptops and one tablet the battery easily lasts two days
3599,train,scope_long,0,i have used it daily since march my experience did not match the claim that once i had worked through the printed setup guide compared with the previous model i owned the fit is exactly as described updating this review later
3600,test,scope_long,0,it is not true that after two weeks of daily use going by what the product listing actually says the mounting bracket lines up perfectly happy to answer questions
3601,train,scope_long,0,replacing a five year old unit the other reviews were not correct that even allowing for the most recent firmware update in the two months since the box arrived the keys have a satisfying travel bought the black version
3602,train,scope_long,1,i would tell a friend that after swapping in the cable that came with it across three different laptops and one tablet the return label was already in the box posting this after a month of use
3603,train,scope_long,0,buying for a home office i can not honestly say that for the money and for the use case i bought it for compared with the previous model i owned the fabric held up after ten washes ordered through the app
3604,train,scope_long,0,for reference i would never tell a friend that once i had worked through the printed setup guide compared with the previous model i owned the fit is exactly as described
3605,test,scope_long,0,i would tell a friend that going by what the product listing actually says after swapping in the cable that came with it it cracked from a knock off the desk posting this after a month of use
3606,val,scope_long,1,replacing a five year old unit i can not honestly say that for the money and for the use case i bought it for after two weeks of daily use the packaging arrived crushed and open will report back after the winter
3607,train,scope_long,1,the other reviews were not correct that across three different laptops and one tablet once i had worked through the printed setup guide the price went up the day after i ordered posting this after a month of use
3608,train,scope_long,1,i would never tell a friend that after two weeks of daily use having tried it in a home office and on the train the companion app crashes on every launch
3609,test,scope_long,1,i have used it daily since march my experience did not match the claim that after swapping in the cable that came with it in the two months since the box arrived the printed instructions were one unreadable page
3610,train,scope_long,1,bought during the autumn sale my experience matched the claim that compared with the previous model i owned once i had worked through the printed setup guide it pairs with my laptop instantly
3611,test,scope_long,1,i can honestly say that even allowing for the most recent firmware update after two weeks of daily use the packaging was neat and fully recyclable
3612,train,scope_long,0,it is true that after swapping in the cable that came with it in the two months since the box arrived the keys started sticking almost immediately happy to answer questions
3613,train,scope_long,1,for reference my experience did not match the claim that once i had worked through the printed setup guide after swapping in the cable that came with it it stopped charging after three weeks posting this after a month of use
3614,train,scope_long,1,replacing a five year old unit my experience did not match the claim that across three different laptops and one tablet once i had worked through the printed setup guide the price went up the day after i ordered bought the black version
3615,train,scope_long,1,i can honestly say that even allowing for the most recent firmware update in the two months since the box arrived the battery easily lasts two days posting this after a month of use
3616,train,scope_long,0,buying for a home office i can honestly say that even allowing for the most recent firmware update going by what the product listing actually says the return label cost me twelve dollars
3617,train,scope_long,1,i have used it daily since march the other reviews were correct that even allowing for the most recent firmware update compared with the previous model i owned the printed instructions were clear and short updating this review later
3618,test,scope_long,0,shipped to a uk address i will confirm that for the money and for the use case i bought it for even allowing for the most recent firmware update the hinge went loose within a month posting this after a month of use
3619,train,scope_long,0,my experience matched the claim that across three different laptops and one tablet even allowing for the most recent firmware update the fit runs two sizes small
3620,train,scope_long,1,the other reviews were not correct that compared with the previous model i owned going by what the product listing actually says support never replied to my ticket
3621,val,scope_long,1,my experience matched the claim that after two weeks of daily use even allowing for the most recent firmware update the keys have a satisfying travel
3622,train,scope_long,1,i have used it daily since march the other reviews were correct that having tried it in a home office and on the train across three different laptops and one tablet the stitching is even all the way round updating this review later
3623,val,scope_long,0,for reference i will confirm that after swapping in the cable that came with it having tried it in a home office and on the train the printed instructions were one unreadable page
3624,train,scope_long,1,for reference i will not confirm that after two weeks of daily use for the money and for the use case i bought it for the stitching came apart at the corner happy to answer questions
3625,train,scope_long,0,ordered this in june my experience did not match the claim that across three different laptops and one tablet in the two months since the box arrived the battery easily lasts two days
3626,test,scope_long,0,for reference it is true that for the money and for the use case i bought it for across three different laptops and one tablet setup took me most of an afternoon
3627,train,scope_long,1,it is not true that once i had worked through the printed setup guide compared with the previous model i owned the packaging arrived crushed and open
3628,train,scope_long,1,replacing a five year old unit i would never tell a friend that for the money and for the use case i bought it for compared with the previous model i owned setup took me most of an afternoon
3629,train,scope_long,0,i can honestly say that even allowing for the most recent firmware update after swapping in the cable that came with it the warranty claim has been open for six weeks model number lc four seven five
3630,test,scope_long,1,the other reviews were correct that in the two months since the box arrived going by what the product listing actually says the return label was already in the box
3631,train,scope_long,1,it is not true that having tried it in a home office and on the train after two weeks of daily use the build quality feels cheap in the hand ordered through the app
3632,train,scope_long,1,replacing a five year old unit i would tell a friend that after two weeks of daily use compared with the previous model i owned the fit is exactly as described bought the black version
3633,train,scope_long,1,i will not confirm that for the money and for the use case i bought it for after swapping in the cable that came with it the mounting bracket snapped under load ordered through the app
3634,train,scope_long,0,bought during the autumn sale it is true that across three different laptops and one tablet once i had worked through the printed setup guide the fit runs two sizes small ordered through the app
3635,test,scope_long,1,second one i have bought i would tell a friend that having tried it in a home office and on the train going by what the product listing actually says the keys have a satisfying travel happy to answer questions
3636,train,scope_long,1,i will confirm that going by what the product listing actually says after swapping in the cable that came with it support answered within an hour happy to answer questions
3637,train,scope_long,0,my experience did not match the claim that once i had worked through the printed setup guide even allowing for the most recent firmware update the return label was already in the box ordered through the app
3638,train,scope_long,0,for reference i would tell a friend that after two weeks of daily use across three different laptops and one tablet the build quality feels cheap in the hand
3639,val,scope_long,0,i have used it daily since march the other reviews were correct that in the two months since the box arrived going by what the product listing actually says delivery was nine days late with no notice happy to answer questions
3640,train,scope_long,0,second one i have bought it is not true that once i had worked through the printed setup guide going by what the product listing actually says the carrying case is genuinely useful
3641,train,scope_long,1,shipped to a uk address i will not confirm that going by what the product listing actually says across three different laptops and one tablet the stitching came apart at the corner bought the black version
3642,train,scope_long,1,ordered this in june my experience did not match the claim that across three different laptops and one tablet once i had worked through the printed setup guide the companion app crashes on every launch bought the black version
3643,train,scope_long,1,for reference i will confirm that going by what the product listing actually says for the money and for the use case i bought it for the price is unbeatable for this spec
3644,train,scope_long,0,the other reviews were not correct that after two weeks of daily use once i had worked through the printed setup guide the fabric held up after ten washes
3645,test,scope_long,0,for reference my experience did not match the claim that even allowing for the most recent firmware update once i had worked through the printed setup guide delivery arrived a day early
3646,train,scope_long,0,i can not honestly say that compared with the previous model i owned once i had worked through the printed setup guide the screen is bright and crisp ordered through the app
3647,train,scope_long,1,ordered this in june i can honestly say that across three different laptops and one tablet for the money and for the use case i bought it for the return label was already in the box
