ticket_id,channel,subject,body,queue
T-90406,webform,Invoice request,I cancelled order NW-71707 minutes after placing it but the charge of $58.00 still went through. The order had the Summit 65 backpack and some smaller items in it. Hope you can help.,billing
T-90407,chat,Question,i keep getting logged out every time the app updates. I contacted you last week about this and never heard back?,account-access
T-90408,webform,Need assistance,"Hi,I  paid $118.50 extra fo rtwo day shipping and it has been two weeks. I need this sorted before the weekend. Thanks in advance.",shipping
T-90409,chat,Payment issue,The promo code TRAIL15 did not apply at checkout and I was charged full price. the tracking page says delivered but there is no package anywhere at my address,billing
T-90410,webform,Order not delivered,"Good morning, My order NW-59338 was placed five days ago and the tracking still says label created. I contacted you a few days ago about this and never heard back. Hope you can help.",shipping
T-90411,webform,Charge I do not recognize,"Hey, My gift card balance shows $214.99 but checkout would not let me use it. I need this sorted before Friday. Thanks.",billing
T-90412,chat,Account security concern,i cannot log in to my account - it keeps sayng my password is wrong even xfter I reset it. I placed the order n teh 3rd?,account-access
T-90413,chat,Password reset not working,How do I change the email address on my account - I no longer have access to the old one. the promo code basecamp10 did not apply at checkout and i was charged full price??,account-access
T-90414,email,Need assistance,"Hi here, If I refuse the package at delivery do I still have to pay return shippign. I tried calling but the wait time was over 45 minuts.",shipping
T-90415,chat,Support request,can I change the delivery address on order NW-74943 before it ships. I contacted you last week about this and never heard back??,shipping
T-90416,chat,Promo code problem,I was charged twice for order NW-69330 - there are two $42.99 charges on my card. I placed the order about ten days ago??,billing
T-90417,email,Package missing,"Hi, If I refuse the package at delivery do I still have to pay return shipping. — Taylor Kaur",shipping
T-90418,webform,Need assistance,"following up - Hi, My order NW-51527 was placed three days ago and the tracking still says label created. The order had the Cirrus trekking poles and some smaller items in it. Please advise.",shipping
T-90419,email,Question,Please cancel my Trail Club membership - I am still being billed $9.99 a month. I need this sorted before the end of the month. Please advise. — Jamie Novak,billing
T-90420,chat,Support request,i was charged twice for order NW-48278 - there are two $149.95 charges on my card. the tracking page says delivered but there is no package anywhere at my address.,billing
T-90421,webform,Question,"Hello Northwind, The verification link in the signup email says it has expired. I have been a customer for years and this is the first problem I have had.",account-access
T-90422,chat,Package missing,DHL tracking shows my package has been sitting in Newark for a week. I contacted you last week about this and never heard back?,shipping
T-90423,email,Pashword reset not working,"Hello, I cannot open the tracking link for my order without signing in and the sign in page just loops. The order had the Firefly bug net and some smaller items in it. Thank you. — Quinn Larsen",account-access
T-90424,email,Tracking uestion,"Hi, If I refuse the package at delivery do I still have to pay return shipping. thee mail receipt went to my old address - i need to update where my invoices get sent. the erification link in the signup email says it has expired. Thanks in advance.",shipping
T-90425,email,Help,"Hello, You split my order into two shipments and only one has any tracking movement. This is for an upcoming camping trip. Hope you can help. — Reese Silva",shipping
T-90426,email,Question,"Hey, Where is my order? The Voltpack 20K power bank was supposed to arrive on Monday. I already looked through the help center and could not find an answer. Thanks in advance.",shipping
T-90427,chat,Account security concern,I keep getting logged out every time the app updates. I placed the order during ihe sale?,account-access
T-90428,chat,Help,please cance lmy Trail Club membership - I am still being billed $12.99 a month. I have been a customer for three seasonsa nz this is the first problem I have had,billing
T-90429,chat,Where is my order,USP Stracking shows my package has been sitting i Memphis for ten days,shipping
T-90430,webform,Order status,"Hello, Where is my order? Thee Merino trail socks was suppoose to arrive last Friqay. I paid with the card ending 8896.",shipping
T-90431,chat,Question,The estimated delivery on my order keeps moving - it has changed twice this week.  cannot open the tracking link for my order without signing in and the sign i npage just loops?,shipping
T-90432,email,Question,"Hello Northwind, The price of the Ember fuel canister dropped to $58.95 the day after I bought it - do you do price adjustments. I placed the order last week. Appreciate it.",billing
T-90433,webform,Support request,"Hi, Only half of order NW-62288 showed up - the Windbreak fleece is missing from the box. I already looked through the help center and could not find an answer. Thanks in advance.",shipping
T-90434,email,Where is my order,"Hi, Customs is asking me to pay $19.50 in import fees for order NW-61672 - was that supposed to happen. I contacted you last week about this and never heard back. Thanks in advance. — Avery Silva",shipping
T-90435,chat,Problem with my order,Customs is asking me to pay $189.99 in import fees for order NW-50987 - was that supposed to happen. i returned the torrent rain jacket and the refund i got was $249.5 0short of what i paid,shipping
T-90436,email,Help,"Hey, When I log in my order history shows someone else's orders and charges. I contacted you last week about this and never heard back. — Devon Haddad",account-access
T-90437,webform,Refund not received,"Hey, Why was I charged$ 312.50 for shipping when the site says orders over $57 shi pfrree. Thanks.",billing
T-90438,chat,Question,The verification link in the signup email says it has expired. you refunded the item but not the original shipping cost on order nw-71188,account-access
T-90439,chat,Help,Please cancel my Trail Club membership - I am still being billed $12.99 a month. the password reset email never arrives - i have checked spam twice?,billing
T-90440,email,2FA problem,"Hi, My account seems to be locked after too many login attempts. I tried calling but the wait time was over 45 minutes. Hope you can help. — Quinn Novak",account-access
T-90441,chat,Late order,The invoice in the box lists a Firefly bug net that is not what I was charged for online - which one is actually shipping to me. I tried calling but the wait time was over 20 minutes?,shipping
T-90442,webform,Help,"Good morning, The price of the Aurora camp lantern dropped to $58.00 the day after I bought it - do you do price adjustments. Hope you can help.",billing
T-90443,email,Order not delivered,"Hello, The invoice in the box lists a Ember camp stove that is not what I was charged for online - which one is actually shipping to me. Appreciate it. — Kai Kim",shipping
T-90444,email,Urgent,"Hey, Only half of order NW-59259 showed up - the Merino trail socks is missing from the box. I tried calling but the wait time was over 20 minutes. Hope you can help.",shipping
T-90445,chat,Help,DHL tracking shows my package has been sitting in customs for two days. I already looked through the help center and could not find an answer.,shipping
T-90446,webform,Urgent,"Hello, Can I get an itemized receipt or invoice for order NW-62194 - I need it for work. I already looked through the help center and could not fid an answer. Hope you can help.",billing
T-90447,email,Tracking question,"Hi, UPS tracking shows my package has been sitting in a sort facility for two days. you charged the wrong card - the order should have gone on the card ending 3825. I already looked through the help center and could not find an answer. Appreciate it. — Alex Kaur",shipping
T-90448,chat,2FA problem,my account seems to be locked after too many login attempts?,account-access
T-90449,webform,Shipping delay,"Hello Northwind, Can I change the delivery address on order NW-61479 before it ships. I tried calling but the wait time was over 30 minutes. Thanks in advance.",shipping
T-90450,chat,Where is my order,Only half of order NW-49725 showed up - the Cascade 20 sleeping bag is missing from the box. the tracking says my order was delivered but i was charged for shipping insurance i never added??,shipping
T-90451,chat,Membership billing,the price of the Torrent rain jacket dropped to $4.295 the day after I bought it - do you do price adjustments. I paid with the card ending 4927?,billing
T-90452,webform,Delivery problem,"Hey, Where is myy order? The Halo climbing helmet was supposed to arrive yesterday. Te order had tl Otter dry bag and some smaller items in it. Thanks.",shipping
T-90453,chat,Order status,only half of order NW-54434 showed up - the Trailhead hiking boots is missing from the box. Order number is NW-49954 if that helps,shipping
T-90454,chat,Help,i returned the Aurora camp lantern and the refund I got was $214.99 short of what I paid. the tracking page says delivered but there is no package anywhere at my address?,billing
T-90455,webform,Question,"Hey, I was charged sales tax on order NW-73117 but my state does not tax clothing. The package was a gift for my partner. Thanks.",billing
T-90456,chat,Help,Can you hold the shipment at a FedEx pickupp oint instead of delivering to my ddoor. I tried calling ubt the wait time was over 45 minutes?,shipping
T-90457,email,Login trouble,"Hello Northwind, I cannot open the tracking link for my order without signing in and the sign in page just loops. I contacted you last week about this and never heard back. Please advise. — Rowan Patel",account-access
T-90458,webform,Urgent,"Good morning, I cancelled order NW-78717 an hour after placing it but the charge of $79.99 still went through. Hope you can help.",billing
T-90459,chat,Support request,My refund was approved but the replacement Lumen 400 headlamp still has no tracking number. I placed the order during the sale??,shipping
T-90460,webform,Support request,"Hi there, My refund was approved but the replacement Cascade 0 sleeping bag still has no tracking number. I contacted you last week about this and never heard back. Please advise.",shipping
T-90461,email,Support request,"Hello, There is a charge from Northwind on my statement for $35.95 that I do nott recognize. I already looked through the help center and could not find an answer. Appreciate it. — Reese Patel",billing
T-90462,email,Package missing,"Hello, My package arrived with the box soaked and the Lumen 800 headlamp inside looks okay. This is for an upcoming canoe trip. Thanks in advance. — Riley Okafor",shipping
T-90463,chat,Urgent,the password reset email never arrives - I have checked spam several times. I already looked through the help center and could not find an answer?,account-access
T-90464,webform,Membership billing,"Hello, The price of the Ember camp stove dropped to $24.50 the day after I bought it - do you do price adjustments. I placed the order during the sale. Please advise.",billing
T-90465,chat,Delivery problem,where is my order? The Torrent rain pants was supposed to arrive last Friday. the email receipt went to my old address - i need to update where my invoices get sent,shipping
T-90466,webform,Help,"Good morning, My package arrived with the box soaked and the Ridgeline 4P tent inside looks okay. The order had the Halo climbing helmet and some smaller items in it. Thanks.",shipping
T-90467,chat,Support request,i changed phones and can no loonger get the two facctor authenttication code.,account-access
T-90468,chat,Tracking question,I need the Firefly bug net before Friday - can you expedite shipping?,shipping
T-90469,chat,Delivery problem,I need the Ember fuel canister before Saturday - can you expedite shipping. I paid with the card ending 8365.,shipping
T-90470,email,Invoice request,"Hello, You refunded the item but not the original shipping cost no order NW-71177. upps tracking shows my package has been sitting in louisville for over two weeks. Thanks. — Skler Okafor",billing
T-90471,email,Invoice request,"Hey, The promo code TRAIL15 did not apply at checkout and I was charged full price. The order had the Cirrus trekking poles and some smaller items in it. Thanks.",billing
T-90472,webform,Late order,You split my order into two shipments and only one has any tracking movement. the email receipt went to my old address - i need to update where my invoices get sent. I paid with the card ending 4074. Hope you can help.,shipping
T-90473,webform,Order status,"Hello Northwind, I paid $189.50 extra for two day shipping and it has been three days. I already looked through the help center and could not find an answer. Thank you.",shipping
T-90474,chat,Question,my account shows an oredr I already cancelled and the charge is still pending on my card. can i channge the delivery address on order nw-46088 beofre it ships??,billing
T-90475,chat,Support request,Only half of order NW-48189 showed up - the Trailhead hiking boots is missing from the box??,shipping
T-90476,webform,Delivery problem,"Good morning, The traking page says delivered but there is no package anywhere at my address. Appreciate it.",shipping
T-90477,chat,Problem with my order,tqe apsssword reset email never arrives - I have checked spam several times. I tried calling but the wait time was over 45 imnutes??,account-access
T-90478,webform,Problem with my order,"Hey, You refunded the item but not the original shipping cost on order NW-46666. I need this sorted before the weekend. Hope you can help.",billing
T-90479,email,Need assistance,"Hi there, I need the Basecamp camp chair before Friday - can you expedite shipping. I contacted you last week about this and never heard back. Thanks in advance. — Riley Kim",shipping
T-90480,chat,Problem with my order,i think someone else has been using my account - there is an order in my history I never placed. customs is asking me to pay $129.99 in import fees for order nw-64850 - was that supposed to happen??,account-access
T-90481,email,Question,"Hello, My gift card balance shows $42.00 but checkout would not let me use it. the email receipt went to my old address - i need to update where my invoices get sent. i think someone else has been using my account - there is an order in my history i never placed. Please advise. — Casey Ortiz",billing
T-90482,email,Package missing,"Hey, Where is my order? The Firefly bug net was supposed to arrive two days ago. Order number is NW-75148 if that helps. Appreciate it. — Casey Larsen",shipping
T-90483,email,Question,"resending this - Hi, My order NW-75964 was placed four days ago and the tracking still says label created. I need this sorted before the end of the month. Hope you can help. — Devon Patel",shipping
T-90484,chat,Urgent,How do I change the email address on my account - I no longer have access to the old one. I contacted you last week about this and never heard back??,account-access
T-90485,webform,Shipping delay,"Hello Northwind, Only half of order NW-66314 showed up - the Puffin down vest is missing from the box. Appreciate it.",shipping
T-90486,chat,Invoice request,there is a charge from Northwind on my statement for $118.95 that I do not recognize. I placed the order on the 3rd?,billing
T-90487,email,Need assistance,"Hello, FedEx tracking shows my package has been sitting in Newark for over two weeks. I need this sorted before the weekend. Thanks. — evon Chen",shipping
T-90488,email,Login trouble,"Hi, The password reset email never arrives - I have checked spam several times. Thanks. — Taylor Whitfield",account-access
T-90489,webform,Change my email,"Hi there, I cannot open the tracking link for my order without signing in and the sign in page just loops. I have been a customer for three seasons and this is the first problem I have had. Thanks.",account-access
T-90490,email,Question,"Hi, I keep getting logged out every time the app updates. The order had the Ember camp stove and some smaller items in it.",account-access
T-90491,email,Problem with my order,"Hi there, Mr order history disappeared after I merged gy old account with my new email. Hpe you can help. — Avery Chen",account-access
T-90492,email,Support request,I was charged twice for order NW-51288 - there are two $312.00 charges on my card. Please advise.,billing
T-90493,chat,Urgent,I returned the Cirrus trekking poles and the refund I got was $214.00 short of what I paid. Order number is NW-57596 if that helps.,billing
T-90494,email,Cannot log in,"Good mroning, I keep getting logged out every time the app updates. I have bbeen a customer for a long time and this is the first problem I have had. Thank you. — Skyldr Chen",account-access
T-90495,webform,Double charged,Can I get an itemized receipt or invoice for order NW-48802 - I need it for work. Order number is NW-42691 if that helps. Thanks in advance.,billing
T-90496,chat,Problem with my order,The password reset email never arrives - I have checked spam twice.,account-access
T-90497,email,Problem wth my order,"Hello Northwind, My account shows an order I already cancelled and the charge is still pending on my card. The package was a gift for my daughter. Hope you can help.",billing
T-90498,chat,Where is my order,my pcakage arrived with the box soaked and the Halo climbing helmet inside loks damaged. The order had thee Torrent rain pants and some smaller items in it.,shipping
T-90499,webform,Package missing,"Hey, Can you hold the shipment at a UPS pickup point instead of delivering to my door. I placed the order about ten days ago. Please advise.",shipping
T-90500,chat,Delivery problem,USPS tracking shows my package has been sitting in a sort facility for ten days. I need this sorted before the weekend,shipping
T-90501,webform,Need assistance,Where is my order? The Trailhead trail runners was supposed to arrive yesterday. Thanks.,shipping
T-90502,email,Help,"Hi, My order history disappeared after I merged my old account with my new email. I contacted you a few days ago about this and never heard back. — Riley Garcia",account-access
T-90503,chat,Need assistance,customs is asking me to pay $214.00 in import fees for order NW-45505 - was that supposed to happen. i keep getting logged out every time the app updates.,shipping
T-90504,email,Invoice request,"Good morning, Please cancel my Trail Club membership - I am still being billed $12.99 a month. I already looked through the help center and could not find an answer. Appreciate it. — Riley Ortiz",billing
T-90505,chat,Cannot log in,i changedd phones and can no longer get the two actor authentication code??,account-access
T-90506,webform,Order status,"Good morbing, Where is my order ?The Halo climbing helmet was supposed to arrive yesterday.I  tried calling but the wait time was over 30 minutes. Thanks.",shipping
T-90507,email,Ned assistance,"Hey, Customs is asking me to pay $64.00 in import fees for order NW-41154 - was that supposed to happen. Appreciate it. — Casey Silva",shipping
T-90508,chat,Help,second time sending this. I changed phones and can no longer get the two factor authentication code?,account-access
T-90509,email,Where is my order,"Hey, My package arrived with the box crushed and the Lumen 800 headlamp inside looks damaged. I contacted you a few days ago about this and never heard back. — Quinn Silva",shipping
T-90510,webform,Support request,"Hi there, Please cancel my Trail Club membership - I am still being billed $9.99 a month. Please advise.",billing
T-90511,chat,Support request,My return was received five days ago but the refund of $19.50 still is not back on my card. Order number is NW-56920 if that helps?,billing
T-90512,email,Problem with my order,"second time sending this. Hey, There is a charge from Northwind on my statement for $149.99 that I do not recognize. The package was a gift for a friend. Thank you. — Avery Garcia",billing
T-90513,webform,Invoice request,"Good morning, My account shows an order I already cancelled and the charge is still pending on my card. I need this sorted before the end of the month. Thanks in advance.",billing
T-90514,webform,Membership billing,"Hi, My account shows an order I already cancelled and the charge is still pending on my card. I contacted you last week about this and never heard back. Thank you.",billing
T-90515,chat,Help,the price of the Voltpack 20K power bank dropped to $42.50 the day after I bought it - do you do price adjustments. The order had the Ridgeline 4P tent and some smaller items in it,billing
T-90516,webform,Help,"Hey, The password reset email never arrives - I have checked spam several times.",account-access
T-90517,webform,Need assistance,"Hi, My order NW-51527 was placed three days ago and the tracking still says label created. The order had the Cirrus trekking poles and some smaller items in it. Please advise.",shipping
T-90518,email,Late order,"Hi there, My package arrived with the box soaked and the Aurora camp lantern inside looks damaged. Order number is NW-75731 if that helps. Appreciate it.",shipping
T-90519,chat,Help,when I og in my order history shows someone else's orders and charges. I paid withh the cadr ending 8067?,account-access
T-90520,email,Need assistance,"Hi there, If I refuse the package at delivery doI  still have to pay return shipping. Hope you can help.",shipping
T-90521,email,Question,"Good moinnig, My account shows an order I already cancelled and the charge is still pending on my card. Hope you can help. — Morgan Sillva",billing
T-90522,chat,Password reset not working,When I log in my order history shows someone else's orders and charges. This is for an upcoming thru-hike,account-access
T-90523,email,Promo code problem,"Good morning, Please cancel my Trail Club membership - I am still being billed $12.99 a month. I need this sorted before the weekend. Please advise. — Quinn Silva",billing
T-90524,email,Need assistance,"Good morning, Can you hold the shipment at a DHL pickup point instead of delivering to my door. The package was a gift for my partner. Thanks in advance. — Riley Larsen",shipping
T-90525,chat,Shipping delay,My refund was approved but the replacement Puffin down vest still has no tracking number. I need this sorted before the end of the month?,shipping
T-90526,chat,Promo code problem,you chagred thee wrong card - the order should have gone on the card ending 4169. the invoiice in the box lists a summit 65 backpack that is not what i was charged for online - wich one is actually shipping to me?,billing
T-90527,email,Membership billing,"Hello Northwind, Why was I charged $214.95 for shipping when the site says orders over $75 ship free. Thanks in advance.",billing
T-90528,email,Question,"Hi there, My account shows an order I already cancelled and the charge is still pending on my card. I paid with the crad ending 1673. Hope you can help.",billing
T-90529,webform,Billing question,"Hello, I cancelled order NW-54080 the same day after placing it but the charge of 7$9.95 still went through.",billing
T-90530,webform,Billing question,"Good morning, Can I get an itemized receipt or invoice for order NW-53313 - I need it for my expense report. Thank you.",billing
T-90531,email,Payment issue,"Good morning, You charged the wrong card - the order should have gone on the card ending 5913. I paid with the card ending 2091. Thanks.",billing
T-90532,email,Question,"Hello, Yu split my order into two shipments and onlyy one has any tracking moovement. I contacted you a few days ago about this and never heard back. Appreciate it. — Jamie Novak",shipping
T-90533,email,Package missing,"Hello Northwind, My order NW-60613 was placed three days ago and the tracking still say slabel reatad. Thanks.",shipping
T-90534,webform,Question,"Hey, Why was I charged $118.50 for shipping when the site says orders over $75 ship free. Thank you.",billing
T-90535,email,Help,"Good morning, Can you hold the shipment at a UPS pickup point instead of delivering to my door. I need this sorted before the weekend. Appreciate it. — Kai Chen",shipping
T-90536,webform,Promo code problem,"Hello Northwind, I cancelled order NW-47506 the same day after placing it but the charge of $19.00 still went through. I tried calling but the wait time was over 30 minutes.",billing
T-90537,webform,Invoice request,I cancelled order NW-73175 minutes after placing it but the charge of $129.99 still went through. the invoice in the box lists a halo climbing helmet that is not what i was charged for online - which one is actually shipping to me. can i change the delivery address on order nw-78880 before it ships. I placed the order about ten days ago. Hope you can help.,billing
T-90538,email,Delivery probllem,The invoice in the box lists a Torrent rain jacket that is not what I was charged for online - which one is actually shipping to me. I have been a customer for three seasons and this is the first problem I have had. Appreciate it.,shipping
T-90539,email,Need assistance,"Hello Northwind, You charged the wrong card - the order should have gone on the card ending 5354. I already looked through the help center and could not find an answer. Thank you.",billing
T-90540,email,Nede assistance,"Good morning, My order history disappeared after I merged my old account with my new email. I have been a customer for years and this is the first problem I have had. Please advise.",account-access
T-90541,email,Help,"Hi there, I was charged sales tax on order NW4-2877 but my state dos not tax clothing. I tried calling but the wait time was over 20 minutes. Appreiate it. — Jordan Brooks",billing
T-90542,chat,Where is myy order,Where is my order? The Riverbend sandals was supposed to arrive last Friday.,shipping
T-90543,chat,Need assistance,My package arrived with the box crushep and the Slate sunglasses inside looks okay. The package was a gift fora  friend.,shipping
T-90544,email,Delivery problem,"Good morning, My refund was approved but the replacement Dayhike 22 backpack still has no tracking number. I paid with the card endng 8746. Thank you. — Jordan Chen",shipping
T-90545,email,Urgent,"Hi, Can you hold the shipment at a UPS pickup point instead of delivering to my door. Thank you. — Avery Brooks",shipping
T-90546,chat,Billing question,my account shows an order I already cancelled and the charge is still pending on my card. I need this sorted before the end of the month.,billing
T-90547,webform,Poblem with my order,"Good morning, Only half of order NW-52579 showed up - the Ridgeline 2P tent is missing from the box. I need this sorted before the end of the month. Thanks in advance.",shipping
T-90548,email,Account locked,"Hi there, The password reset email never arrives - I have checked spam several times. I paid with the card ending 4392. Please advise. — Alex Garcia",account-access
T-90549,email,Help,"Hello Northwind, Can I change the delivery address on order NW-66906 before it ships. I placed the order last week. Thanks in advance.—  Riley Whitfield",shipping
T-90550,chat,Cannot log in,i keep getting logged out every time the app updates. Order number is NW-69236 if that helps.,account-access
T-90551,webform,Help,"Hi, My order NW-71836 was placed four days ago and the tracking still says label created. i think someone else has been using my account - there is an order in my history i never placed. the verification link in the signup email says it has expired. Appreciate it.",shipping
T-90552,email,Help,"Hey, Can I change the delivery address on order NW-61923 before it ships. the verification link in the sibnpu email says it has expired. i cannot log in to my account-  it keeps saying my password is wrong even after i reset it. Thanks in advance. — Devon Kaur",shipping
T-90553,email,Question,"Hello, The estimated delivery on my order keeps moving - it has changed twice this week. Thank you.",shipping
T-90554,email,Question,"Good morning, Where is my order? The Trailhead hiking boots was supposed to arrive two days ago. I have been a customer for years and this is the first problem I have had. Thank you.",shipping
T-90555,webform,Help,"Hello Northwin, I keep getting logged out every time thea pp updates. I have been a customer for a long time and this is the first problem I have had. Please advise.",account-access
T-90556,webform,Invoice request,"Good morning, Can I get an itemized receipt or invoice for order NW-43444 - I need it for taxes. I tried calling but the wait time was over 20 minutes. Appreciate it.",billing
T-90557,webform,Where is my order,"Good morning, The tracking page says delivered but there is no package anywhere at my address. please delete my account and all my personal data. i changed phones and can no longer get the two factor authentication code. I placed the order last week.",shipping
T-90558,chat,Tracking question,I paid $118.99 extra for two day shipping and it has been ten days. I have been a customer for years and this is the first problem I have had,shipping
T-90559,email,Need assistance,"Hey, The price of the Ember fuel canister dropped to $42.99 the day after I bought it - do you do price adjustments. Order number is NW-66878 if that helps. Thank you. — Avery Chen",billing
T-90560,chat,Promo code problem,please cancel my Trail Club membership - I am still being billled $9.99 a month?,billing
T-90561,email,Cannt log in,"Hi there, I cannot open the tracking link for my order without signing in and the sign in page just loops. I already looked through the help center and could not find an answer. Thank you.",account-access
T-90562,webform,Double charged,"Hi, Why was I charged $214.99 for shipping when the site says orders over $75 ship free. The package was a gift for my daughter. Thanks in advance.",billing
T-90563,chat,Payment issue,i returned the Windbreak fleece and the refund I got was $35.99 short of what I paid??,billing
T-90564,webform,Urgent,"Hey, Can you hold the shipment at a USPS pickup point instead of delivering to my door. Please advise.",shipping
T-90565,chat,Change my email,I cannot open the tracking link for my order without signing in and the sign in page just loops. The package was a gift for my son?,account-access
T-90566,webform,Password reset not working,"Hi there, My account seems to be locked after too many login attempts. I contacted you a few days ago about this and never heard back. Appreciate it.",account-access
T-90567,chat,Urgent,i was charged sales tax on order NW-71152 but my state does not tax clothing. Order number is NW-62559 if that helps??,billing
T-90568,email,Late order,"Hello Northwind, Where is my order? The Ember camp stove was supposed to arrive last Friday. The order had the Dayhike 22 backpack and some smaller items in it.",shipping
T-90569,webform,Question,"Good morning, I cannot open the tracking link for my order without signing in and the sign in page just loops. my gift card balance shows $42.95 but checkout would not let me use it. I have been a customer for a long time and this is the first problem I have had. Please advise.",account-access
T-90570,chat,Problem with my order,Can I get an itemized receipt or invoice for order NW-78310 - I need it for taxes.,billing
T-90571,chat,Billing question,can I get an itemized receipt or invoice fo order NW-72791 - I needi t for work. I need this sorted before the weekend,billing
T-90572,chat,Urgent,The tracking page says delivered but there is no package anywhere at my address. how do i changet he email address on my account - i no longer hav access to the old one.,shipping
T-90573,email,Urgent,"Hi, My order history disappeared after I merged my old account with my new email. The order had the Cascade 20 sleeping bag and some smaller items in it. Hope you can help.",account-access
T-90574,chat,Refund not received,My account shows an order I already cancelled and the charge is still pending on my card,billing
T-90575,email,Problem with my order,I canno tlog in to my accout - it keep saying my password is wrong even after I reset it. The package was a gift for my partner.,account-access
T-90576,chat,Need assistance,customs is asking me to pay $129.95 in import fees for order NW-73408 - was that supposed to happen. how do i change the email address on my account - i no longer have access to the old one?,shipping
T-90577,webform,Problem with my order,"Hi, You split my order into two shipments and only one has any tracking movement. I placed the order during the sale. Appreciate it.",shipping
T-90578,email,Membership billing,"Hi, The promo code BASECAMP10 did not apply at checkout and I was charged full price. I paid with the card ending 8018. Thanks.",billing
T-90579,chat,Help,the price of the Torrent rain pants dropped to $58.95 the day after I bought it - do you do price ajdustments,billing
T-90580,chat,Need assistance,my account shows an order I already cancelled and the charge is still pending on my card. The order had the Anchor bear canister and some smaller items in it?,billing
T-90581,webform,Shipping delay,"Hi, You split my order into two shipments and only one has any tracking movement. Thank you.",shipping
T-90582,chat,Support request,second time sending this. The tracking says my order was delivered but I was charged for shipping insurance I never added. the password reset email never arrives - i have checked spam several times?,billing
T-90583,email,Questron,"Hi there, I was charged sales tax on order NW-41857 but my state does not tax clothing. I tried calling but the wait time was over 45 minutes. Appreciate it.",billing
T-90584,email,Billing question,"Hey, I returned the Riverbend sandals and the refund I got was $149.50 short of what I paid. I have been a customer for years and this is the first problem I have had. Please advise. — Jamie Brooks",billing
T-90585,webform,Support request,"Hey, I keep getting logged out every tmie the app updates. Thanks.",account-access
T-90586,webform,Order not delivered,"Hi, Where is my order? The Puffin down vest was supposed to arrive on Monday. Thank you.",shipping
T-90587,webform,Question,"Hello Northwind, The estimated delivery on my order keeps moving - it has changed threy times this week. I contacted you a fewd ays ago about this and never heard tack. Appreciatei t.",shipping
T-90588,webform,Problem with my order,"resending this - Good morning, My order NW-60112 was placed a week ago and the tracking still says label created. The order had the Firefly bug net and some smaller items in iti .Hope you can help.",shipping
T-90589,chat,Delivery problem,My order NW-47262 was placed two weeks ago and the tracking still says label created. Order number is NW-48992 if that helps??,shipping
T-90590,email,Billing question,The promo code TRAIL15 did not apply at checkout and I was charged full price. I tried calling but the wait time was over 20 minutes. Appreciate it.,billing
T-90591,email,Where is my order,"Hi, If I refuse the package at delivery do I still have to pay return shipping. The package was a gift for a friend. Appreciate it. — Skyler Brooks",shipping
T-90592,email,Problem with my order,"Hi, My package arrived with the box torn open and the Drifter 10 kayak inside looks damaged. The package was a gift for my son. — Jamie Haddad",shipping
T-90593,webform,Question,"Hey, My return was received five days ago but the refund of $129.95 still is not back on my card. The order had the Halo climbing helmet and some smaller items in it. Please advise.",billing
T-90594,webform,Qeustion,"Hello, The price of the Trailhead hiking boots dropped to $58.95 the day after I bought it - do you do price adjustments. I tried calling but the wait time was over 45 minutes. Thanks in advance.",billing
T-90595,email,Problem with my order,You refuded the item but not the original shipping cost on order NW-66005. I contacted you a few days ago about this and never heard back. — Jamie Larsen,billing
T-90596,email,Where is my order,"Hi, My order NW-57131 was placed ten days ago and the tracking still says label created. I paid with the card ending 5830. Appreciate it. — Quinn Patel",shipping
T-90597,chat,Charge I do not recognize,You refunded the item but not the original shipping cost on order NW-73759. I placed the order during the sale.,billing
T-90598,webform,Urgent,"Hey, I returned the Merino trail socks and the refund I got was $24.50 short of what I paid. I paid with the card ending 4185. Thank you.",billing
T-90599,email,Urgent,"Hey, The invoice in the box lists a Torrent rain pants that is not what I was charged for online - which one is actually shipping to me. Thanks in advance. — Jordan Novak",shipping
T-90600,webform,Urgent,"Hey, Where is my order? The Cascade 20 sleeping bag was supposed to arrive on Monday. This is for an upcoming backpacking trip. Please advise.",shipping
T-90601,email,Late order,"Hello, The invoice in the box lists a Cascade 0 sleeping bag that is not what I was charged for online - which one is actually shipping to me. I tried calling but the wait time was over 30 minutes. Please advise. — Skyler Patel",shipping
T-90602,webform,Problem with my order,"Hello, You charged the wrong card - the order should have gone on the card ending 8328. Appreciate it.",billing
T-90603,email,Problem with my order,"Hi, Please delete my account and all my personal data. I contacted you a few days ago about this and never heard back. Appreciate it.",account-access
T-90604,chat,Urgent,When I log in my order history shows someone else's orders and charges?,account-access
T-90605,email,Where is my order,My order NW-71652 was placed a week ago and the tracking still says label created. I paid with the card ending 8440. — Dana Novak,shipping
T-90606,webform,Support request,"Good morning, I cancelled order NW-52631 an hour after placing it but the charge of $35.95 still went through. I tried calling but the wait time was over 45 minutes. Please advise.",billing
T-90607,email,Problem with my order,"Hello, The promo code TRAIL15 did not apply at checkout and I was carged full price. Thanks.",billing
T-90608,email,Login trouble,"Hello Northwind, I changed phones and can no longer get the two factor authentication code. my refund was approved but the replacement ridgelne 2p tent still has no tracking number. i need the voltpack 20k power bank before this weekend - can you expedite shipping. Ip aid with the card ending 3319. Thanks in advance. — Sam Novak",account-access
T-90609,webform,Help,"Hello Northwind, Why was I charged $89.00 for shipping when the site says orders over $75 ship free. I contacted you last week about this and never heard back. Appreciate it.",billing
