ticket_id,channel,subject,body,queue
T-11236,chat,(no subject),sent from my phone. Casey,account-access
T-11237,email,Sizing question,Do the Trailhea hiking boots run narrow - I am usually a 10. rder number is NW-65113 if that helps. Thank you.—  Jamie Okafor,product-question
T-11238,email,Urgent,"Hi, The tracking says my order was delivered but I was charged for shipping insurance I never added. I placed the order about ten days ago. Appreciate it. — Rowan Patel",billing
T-11239,email,Return request,"Good morning, What is your return policy on sale items like the Cascade 0 sleeping bag. the email receipt went to my old address - i need to update where my invoices get sent. I contacted you a few days ago about this and never heard back.",returns-warranty
T-11240,webform,Need asssistance,"Hello, My package arrived with the box soaked and the Torrent rain pants inside looks damaged. I contacted you last week about this and never heard back. Thanks in advance.",shipping
T-11241,email,Need assistance,"Hi there, I need the Glacier 45 cooler before Friday - can you expedite shipping. This is for an upcoming canoe trip. Thank you. — Rowan Garcia",shipping
T-11242,email,Account security concern,"Hello, I keep getting logged out every time the app updates. I have been a customer for years and this is the first problem I have had. Appreciate it.",account-access
T-11243,email,Defective item,"Hey, The return label you emailed me shows the wrong delivery address for the warehouse. I tried calling but the wait time was over 20 minutes.",returns-warranty
T-11244,email,Help,Can you hold the shipment at a FedEx pickup point instead of delivering to my door. Thanks in advance. — Reese Nguyen,shipping
T-11245,chat,Question,You charged teh wrong card - the order shuld have gone on he caard ending 7100. I paid with the card ending 2178.,billing
T-11246,chat,Before I buy,How long does the Lumen 800 headlamp run on a full charge at the highest brightness.,product-question
T-11247,chat,Tracking quesiion,my package arrived with the box crushed and the Ember camp stove inside looks damaged. I already looked through the help center and could not find an answer,shipping
T-11248,email,Question,"Hello Northwind, I want to return the Trailhead hiking boots from order NW-41700 for a rfeund. The package was a gift for a friend. Appreciate it. — Kai Patel",returns-warranty
T-11249,chat,Question,i keep getting logged out every time the app updates.,account-access
T-11250,webform,Question,"He,y I keep getting logged out evry time the app updates. This is fo an upcoming camping trip. hTank you.",account-access
T-11251,chat,Need assistance,how do I get a return shipping label for order NW-42536. I have been a customer for a long time and this is the first problem I have had,returns-warranty
T-11252,webform,Urgent,"Hello, I changed phones and can no longer get the two factor authenntication code. I have been a customer for a long time and this is the first problem I have had.",account-access
T-11253,email,Return status,"Hey, What is your return policy on sale items like the Lumen 800 headlamp. Appreciate it.",returns-warranty
T-11254,webform,Question,"Hi, I cannot log in to my account - it keeps saying my password is wrong even after I reset it. how long does shipping usually take to canada if i order the summit 65 backpack today. what fuel does the ember camp stove take and can i fly with the canister. Hope you can help.",account-access
T-11255,webform,Delivery problem,"Hi there, The tracking page says delivered but there is no package anywhere at my address. The package was a gift for my son. Thanks.",shipping
T-11256,email,Compatibility question,"Good morning, Will the Dayhike 22 backpack fit a 3L water bladder. Hope you can help.",product-question
T-11257,email,Support request,"Hey, Please cancel my Trail Club membership - I am still being billed $12.99 a month. I placed the order last week. Thanks in advance. — Jamie Kim",billing
T-11258,chat,Double charged,You charged the wrong ard - the order shoudl have gone on the card ending 5898. Theo rder had the Lumen 400 headlamp and some smaller items inn it.,billing
T-11259,webform,Cannot log in,"Hello, I think someone else has been using my ajcount - there is an order in my hiistory I nevver placed. Order number is NW-67766 if that helps. Please advise.",account-access
T-11260,webform,Where is my order,"Hey, I need the Ember fuel canister before my trip on the 14th - can you expedite shipping.",shipping
T-11261,webform,Problem with my order,How long does the Lume n800 headlamp run on a full charge at the highest brightness. Order number s NW-50284 if that helps. Thanks in advance.,product-question
T-11262,email,Order not delivered,"Hi there, Can you hold the shmpment at a UPS pickup point instead of delivering to my door. the promo code welcome10 did not apply at checkout and i was charged full price. This is for an upcoming thru-hike. Appreciate it. — Casey Larsen",shipping
T-11263,email,Acconut locked,"Hey, I keep getting logged out every time the app updates. Please advise. — Sam Haddad",account-access
T-11264,webform,Shipping delay,"Hey, FedEx tracking shows my package has been sitting in Memphis for two weeks. i sent my return back over two weeks ago and have not heard anything since. I tried calling but the wait time was over 20 minutes. Thanks in advance.",shipping
T-11265,chat,Damaged product,is the Cascade 0 sleeping bag still returnable wf I washed it. The order had the Drifter 10 kayak and some smaller items in it.,returns-warranty
T-11266,chat,Help,please delete my account and all my personal data. I tried calling but the wait time was over 20 minutes.,account-access
T-11267,email,Sock question,"Hey, Is the Ridgeline 2P tent a true 4-season tent or more of a summer shelter. I tried calling but the wait time was over 45 minutes. Please advise. — Skyler Whitfield",product-question
T-11268,chat,Question,My gift card balance shows $42.50 but checkout would not let me use it. can i machine wash the windbreak fleece or is it dry clean only.,billing
T-11269,webform,Stock question,"Hello Northwind, Will the Dayhike 22 backpack fit a bear canister. This is for an upcoming camping trip. Thanks.",product-question
T-11270,webform,Urgent,The tracking says my order was delivered but I was charged for shipping insurance I never added. i need the glacier 45 cooler before saturday - can you expedite shipping. I placed the order during the sale. Thank you.,billing
T-11271,webform,Stock question,"Hi there, Does the Dayhike 22 backpack come with a rainfly. Hope you can help.",product-question
T-11272,chat,,NW-63553,account-access
T-11273,chat,Double charged,my account shows an order I already cancelled and the charge is still pending on my card. I need this sorted before Friday.,billing
T-11274,email,Login rouble,"Hi, When I log in my order history shows someone else's orders and charges. I have been a customer for years and this is the first problem I have had. Thanks.",account-access
T-11275,webform,Urgent,"Hey, If I refuse the package at delivery do I still have to pay return shipping. is the anchor bear canister still returnable if i opened the packaging. i was charged a restocking fee of $42.99 on my return - nothing on the site mentioned that. I need this sorted before the end of the month. Appreciate it.",shipping
T-11276,email,Help,"Hello Northwind, I was charged a restocking fee of $249.95 on my return - nothing on the site mentioned that. what fuel does the ember camp stove take and can i fly with the canister. Order number is NW-65391 if that helps. Thank you. — Devon Brooks",returns-warranty
T-11277,chat,Tracking question,The invoice in the box lists a Summit 65 backpack that is not what I was charged for online - which one is actually shipping to me. The order had the Ridgeline 4P tent and some smaller items in it??,shipping
T-11278,chat,Membership billing,you refunded the item but not the original shipping cost on order NW-53293. can you hold the shipment at a ups pickup point instead of delivering to my door?,billing
T-11279,webform,Support request,You refunded the item but not the original shipping cost on order NW-41929. I have been a customer for years and this is the first problem I have had. Appreciate it.,billing
T-11280,email,Late order,"Hell Northwind, Where is my order? The Puffin down vest was supposed to arrive yesterday. Hope you can help.",shipping
T-11281,chat,Help,My order history disappeared after I merged my old account with my new email. This is for an upcoming camping trip?,account-access
T-11282,email,Problem with my order,"Hi there, The promo code BASECAMP10 did not apply at checkout and I was charged full price. This is for an upcoming canoe trip. Thank you.",billing
T-11283,chat,Care instructions,is there a charge for the Trail Club membership that comes up at checkout. I already loooked through the help center and could not fin dan answer,product-question
T-11284,email,Help,"Hello Northwind, Please cancel my Trail Club membership - I am still being billed $9.99 a month. Order number is NW-58454 if that helps. Please advise. — Rowan Patel",billing
T-11285,email,Invoice request,I returned the Lumen 400 headlamp and the refund I got was $42.00 short of what I paid. I have been a customer for years and this is the first problem I have had. Thank you. — Morgan Kaur,billing
T-11286,webform,Question,"Good morning, My order NW-44592 was placed a week ago and the tracking still says label created. Please advise.",shipping
T-11287,webform,Shipping delay,"Hey, Where is my order? The Cascade 20 sleeping bag was supposed to arrive last Friday. Order number is NW-55121 if that helps.",shipping
T-11288,email,Change my email,"Good morning, I cannot open the tracking link for my order without signing in and the sign in page just loops. I need this sorted before the weekend. Hope you can help.",account-access
T-11289,email,Question,"Hello, Where is my order? The Torrent rain jacket was supposed to arrive yesterday. This is for an upcoming canoe trip. Thanks in advance. — Quinn Ortiz",shipping
T-11290,email,Question,"Hello, There is a charge from Northwind on my statement for $79.00 that I do not recognize. I paid with the card ending 7913. Thanks in advance.",billing
T-11291,email,Problem with my order,What is your return policy on sale items like the Ridgeline 2P tent. I have been a customer for years and this is the first problem I have had. Thanks in advance. — Casey Whitfield,returns-warranty
T-11292,email,Password reset not working,"Hi, Please delete my account and all my personal data. my order nw-48106 was placed ten days ago and the tracking still says label created. I paid with the card ending 5831.",account-access
T-11293,webform,Urgent,"Good morning, When will the Ember fuel canister be back in stock in the green colour. I need this sorted before the weekend. Thank you.",product-question
T-11294,chat,Help,resending this - My gift card balance shows $312.00 but checkout would not let me use it. I paid with the card ending 1118.,billing
T-11295,webform,Charge I do not recognize,"Good mornng, The price of the Trailhead hiking boots dropped to $24.99 txe day after I bought it - do yoa do price adjustments.",billing
T-11296,chat,Qustion,Wheen will the Dayhike 22 backpack be back in stcok n the greqn colour?,product-question
T-11297,email,Help,I was charged sales tax on order NW-45511 but my state does not tax clothing. I tried calling but the wait time was over 30 minutes. Thanks. — Jordan Ortiz,billing
T-11298,webform,Compatibility question,Is the Drifter 10 kayak stable enough for a beginner on a lake. I already looked through the help center and could not find an answer.,product-question
T-11299,email,Question,"Hello Northwind, I cancelled order NW-68693 an hour after placing it but the charge of $64.99 still went through. I contacted you a few days ago about this and never heard back. Thanks.",billing
T-11300,chat,Need assistance,Can you hold the shipment at a UPS pickup point instead of delivering to my door. I paid with the card ending 6890,shipping
T-11301,email,Order status,The invoice in the box lists a Merino trail socks that is not what I was charged for online - which one is actually shipping to me. Thanks. — Riley Garcia,shipping
T-11302,email,Problem with my order,"Hi there, The Ridgeline 4P tent showed up scratched straight out of the box and I want a replacement. Please advise. — Sam Haddad",returns-warranty
T-11303,webform,Question,"Hello, You split my order into two shipments and only one has any tracking movement. I placed the order during the sale. Hope you can help.",shipping
T-11304,email,Need assistance,"Hello, My package arrived with the box crushed and the Windbreak fleece inside looks damaged. I already looked through the help center and could not find an answer. Hope you can help.",shipping
T-11305,email,Billing question,"Hey, You refunded the item but not the original shipping cost on order NW-56240. Order number is NW-45862 if that helps. Appreciate it. — Reese Larsen",billing
T-11306,chat,Help,There is a charge from Northwind on my statement for $149.50 that I do not recognize. the password reset email never arrives - i have checked spam twice??,billing
T-11307,email,Urgent,"Hello, My refund was approved but the replacement Trailhead hiking boots still has no tracking number. Hope you can help. — Alex Brooks",shipping
T-11308,webform,Shipping delay,"Hi, DHL tracking shows my package has been sitting in Louisville for ten days. Thanks.",shipping
T-11309,chat,Urgent,you split my order into two shipments and only one has any tracking movement. The order had the Cascade 0 sleeping bag and some smaller items in it,shipping
T-11310,chat,Compatibility questoin,Do the Trailhead trail runners run wide - I am usually a 10. I have been a customer for years and this is the first problem I have had.,product-question
T-11311,chat,Supzort request,my package arrived with the box ttorn open and the Halo climbing helmet inside oloks damaged. I need this sorted before the weekend??,shipping
T-11312,email,Need assistance,The tracking page says deivered but there is no package anywhere at my address. The package was a gift for my son. Thanks in advance.,shipping
T-11313,webform,Urgent,Does the Trailhead trail runners ever go on sale - it was cheaper during he last promo. I already looked through the help center and could no tfind an answer. Hope you can help.,product-question
T-11314,email,Order not delivered,"Hello, Customs is asking me to pay $24.99 in import fees for order NW-58005 - was that supposed to happen. Thanks. — Quinn Haddad",shipping
T-11315,email,Need assistance,"Good morning, How do I change the email address on my account - I no longer have access to the old one. Thanks in advance. — Taylor Brooks",account-access
T-11316,email,Account security concern,"Good morning, The email receipt went to my old address - I need to update where my invoices get sent. when will the riverbend sandals be back in stock in size 10. I need this sorted before Friday. Thanks. — Dana Nguyen",account-access
T-11317,chat,Problem with my order,If the Merino trail socks does not fit can I return it for free or is return shipping on me. my order history disappeared after i merged my old account with my new email??,product-question
T-11318,webform,Urgent,"Hello Northwind, Please cancel my Trail Club membership - I am still being billed $12.99 a month. This is for an upcoming camping trip. Hope you can help.",billing
T-11319,email,Help,"Good morning, How do I get a return shipping label for order NW-51249. I need this sorted before the end of the month. Thank you. — Skyler Chen",returns-warranty
T-11320,email,Support request,"Hey, The tracking page ays delvired but there is no package anywhere at my address. I contacted you a few days ago about this and never heard back. Thanks. — DevonG arcia",shipping
T-11321,chat,Before I buy,how long does the Lumen 400 headlamp run on a full charge at the highest brightness. I paid with the card ending 7055,product-question
T-11322,chat,Neyd assistance,UPS tracking shows my package has been sitting in Newark for three days. I tried calling but the wait time was over 45 minutes,shipping
T-11323,email,Need assistance,How long does shipping usually take to Alaska if I order the Trailhead trail runners today. I have been a customer for years and this is the first problem I have had. Please advise. — Taylor Novak,product-question
T-11324,chat,Support request,i paid $189.99 extra for two day shipping and it has been a week. do the trailhead hiking boots run true to size - i am usually a 9.5??,shipping
T-11325,webform,Support request,"Hello Northwind, I want to return the Torrent rain pants I bought with the TRAIL15 promo code - do I get the full price or the discounted price back. I already looked through the help center and could not find an answer. Appreciate it.",returns-warranty
T-11326,webform,Urgent,"Hey, The tracking page says delivered but there is no package anywhere at my address. I already looked through the help center and could not find an answer. Thanks in advance.",shipping
T-11327,email,Help,"Hi, My account shows an order I already cancelled and the charge is still pending on my card. I paid with the card ending 4524. Thank you. — Quinn Ortiz",billing
T-11328,webform,Need assistance,"Hi, I need the Ember camp stove before this weekend - can you expedite shipping. This is for an upcoming thru-hike.",shipping
T-11329,email,Urgent,"Hello, The Firefly bug net does not fit - how do I exchange it for the wide version. The order had the Cirrus trekking poles and some smaller items in it.",returns-warranty
T-11330,chat,Order not delivered,my refund was approved but the replacement Puffin down vest still has no tracking number,shipping
T-11331,chat,Order status,The estpmated delivery on my orde keeps moving - it has changed tice this week.,shipping
T-11332,webform,Need assistance,"Hello, If I refuse the package at delivery do I still have to pay return shipping. i received someone else's package with my label on it - i assume they have my cirrus trekking poles. what is your return policy on sale items like the windbreak fleece. I placed the order during the sale. Hope you can help.",shipping
T-11333,email,Urgent,My order NW-58150 was placed over two weeks ago and the tracking still says label created. This is for an upcoming backpacking trip. Thanks in advance. — Dana Haddad,shipping
T-11334,email,Tracking question,"Hello, I paid $89.00 extra for two day shipping and it has been a week. I contacted you last week about this and never heard back. Hope you can help. — Jordan Chen",shipping
T-11335,email,Payyment issue,"Hey, I was charged sales tax on order NW-75824 but my state does not tax clothing. The order had the Halo climbing helmet and some smaller items in it. Thank you. — Taylor Okafor",billing
T-11336,chat,Need aassistance,the promo code BASECAMP10 did not apply at checkout and I was charged full price?,billing
T-11337,chat,Support request,can I chnage the delivery address on orde NW-52854 before it ships. The package as a gift for my son??,shipping
T-11338,chat,Support reuest,wht is your return polic on sale items like the Puffin down vset .The order had the Otter dry bag and some smaller items in it,returns-warranty
T-11339,email,Support request,"Hi, If the Anchor bear canister does not fit can I return it for free or is return shipping on me. I already looked through the help center and could not find an answer. Hope you can help. — Riley Patel",product-question
T-11340,webform,Support request,Can you hold the shipment at a FedEx pickup point instead of delivering to my door. The package was a gift for my daughter.,shipping
T-11341,chat,Invoice request,Please cancel my Trail Club membership - I am still eing billed $9.99 a month. The package was a gift for a friend,billing
T-11342,email,Spec question,"resending this - Hey, Will the ayhike 22 backpack fit a3 L water bladdre. The orderr had the Halo climbing helmet and some smaller items in it. Please advise. — Rowan Whitfield",product-question
T-11343,email,Support request,"Hey, What fuel does the Ember camp stove take and can I fly with the canister. The package was a gift for my daughter. Please advise. — Jordan Kim",product-question
T-11344,chat,Problem with my order,my refund aws approved btu the replacement Aurora campl antern still has no tracking number.,shipping
T-11345,webform,(no subject),sent from my phone. Casey,returns-warranty
T-11346,email,Where is my order,"Good morning, Only half of order NW-44001 showed up - the Basecamp camp chair is missing from the box. I paid with the card ending 7356. — Morgan Patel",shipping
T-11347,email,Product quetsion,How long does the Lumen 800 headlamp un on a full charge at the highest brightness.  Itried calling but the wait time was over 30 minutes. Thanks. — Reese Haddad,product-question
T-11348,email,Package missing,"following up - Good morning, My order NW-55548 was placed five days ago and the tracking still says label created. I need this sorted before Friday. — Avery Garcia",shipping
T-11349,email,Need assistance,"Hello Northwind, Please cancel the exchange on order NW-76653 - I just want my money back on the return instead. I need this sorted before Friday. Thank you. — Dana Nguyen",returns-warranty
T-11350,email,Account security concern,"Good morning, The password reset email never arrives - I have checked spam twice. I placed the order during the sale. Appreciate it. — Skyler Whitfield",account-access
T-11351,webform,Return status,"Good morning, I sent my return back three days ago and have not heard anything since. my order history disappeared after i herged my old account with mn ew email. i thik someone else has been using my account - there is an order in my history i never placed. The package was a gift for my partner. Hope you can help.",returns-warranty
T-11352,chat,Help,how do I get a return shipping label for orer NW-78659. This is for an upcoming thru-hike.,returns-warranty
T-11353,chat,Delivery problem,If I refuse the package at delivery do I still have to pay return shpping. I contacted you a few days ago about this and never heard back.,shipping
T-11354,webform,Shipping delay,"Hi, FedEx tracking shows my package has been sitting in Memphis for three days. Thank you.",shipping
T-11355,chat,Exchaneg needed,i received someone else's package with my label on it - I assume they have my Otter dry bag. The order had the Slate sunglasses and some smaller items in it.,returns-warranty
T-11356,chat,,?????,shipping
T-11357,chat,Urgent,when will the Drifter paddle be back in stock in iez 10. Order number is NW-70773 if that helps??,product-question
T-11358,email,Wrong item received,"Hello Northwind, How do I get a return shipping label for order NW-51213. the tracking page says delivered but there is no package anywhere at my address. I need this sorted before Friday. Thanks in advance.",returns-warranty
T-11359,email,Help,"Hello, I returned the Riverbend sandals and the refund I got was $89.00 short of what I paid. i cannot log in to my account - it keeps saying my password is wrong even after i reset it. The order had the Trailhead hiking boots and some smaller items in it. Thanks. — Rowan Garcia",billing
T-11360,webform,Support request,"Good morning, I paid $118.00 extra for two day shipping and it has been ten days. please cancel my trail club membership - i am still being billed $12.99 a month. you charged the wrong card - the order should have gone on the card ending 9256. I tried calling but the wait time was over 45 minutes. Appreciate it.",shipping
T-11361,chat,Urgent,is the Torrent rain pants actually waterproof or just water resistant. I already looked through the help center and could not find an answer,product-question
T-11362,email,Damaged product,"Hello, Is the Ember fuel canister still returnable if I opened the packaging. I paid with the card ending 2736. Thank you.",returns-warranty
T-11363,chat,Question,The invoice in the box lists a Voltpack 20K power bank that is not what I was charged for online - which one is actually shipping to me. the verification link in the signup email says it has expired??,shipping
T-11364,webform,Need assistance,"Hi, I returned the Puffin down vest and the refund I got was $118.99 short of what I paid. I paid with the card ending 4639. Thanks in advance.",billing
T-11365,chat,Prblem with my order,You sent the wrong item - I ordered the Halo climbing helmet and got a Slate sunglasses instead. The package was a gift for my son??,returns-warranty
T-11366,chat,Help,Can I change the delivery address on orde rNW-63474 before t ships. I already looked through the help center and could not find an answer,shipping
T-11367,chat,Problem with my order,the promo code TRAIL15 did not apply at checkout and I was charged full price. I paid with the card ending 9573,billing
T-11368,chat,Return label,I want to return the Summit 65 backpack from order NW-48936 for a refund. Order number is NW-42528 if that helps?,returns-warranty
T-11369,email,Shipping delay,I paid $189.99 extra for two day shipping and it has been three days. I contacted you ast week about this and never heard back. Hope you ca nhelp. — Alex Novak,shipping
T-11370,email,Question,"Hello, The price of the Cascade 20 sleeping bag dropped to $149.99 the day after I bought it - do you do price adjustments. I placed the order last week. Hope you can help. — Jamie Brooks",billing
T-11371,chat,Membership billing,I cancelled order NW4-3085 the same day after placing it but the charge of $35.99 sitll went through. I need this sorted before the weekend??,billing
T-11372,chat,Where is my order,i need the Windbreak fleece before this weekend - can you expedite shipping?,shipping
T-11373,email,Sizing quesrion,"Hello Northwind, Is there a charge for the Trail Club membership that comes up at checkout. my order nw-41749 was placed four days ago and the tracking still says label created. The order had the Otter dry bag and some smaller items in it. Thank you. — Morgan Larsen",product-question
T-11374,email,Invoice request,"Hello, The price of the Dayhike 22 backpack dropped to $24.95 the day after I bought it - do you do price adjustments. I contacted you a few days ago about this and never heard back. — Reese Kaur",billing
T-11375,chat,Problem with my order,i want to return the Drifter 10 kayak I bought with the TRAIL15 promo code - do I get the full price or the discounted price back. I have been a customer for three seasons and this is the first problem I have had?,returns-warranty
T-11376,chat,Support request,see below. ref NW-71278,billing
T-11377,chat,Support request,please cancel my Trail Club membership - I am still being billed $9.99 a month. i am past the 30 day window but the trailhead hiking boots has a manufacturing defect - does the warranty cover it,billing
T-11378,email,Question,"Good morning, I cannot open the tracking link for my order without signing in and the sign in page just loops. Order number is NW-43168 if that helps. Thanks in advance.",account-access
T-11379,chat,Warranty claim,I want to return the Lumen 800 headlamp I bought with the TRAIL15 promo code - do I get the full price or the discounted price back. The package was a gift for my daughter,returns-warranty
T-11380,webform,Help,"Hello, Does the Ember camp stove ever go on sale - it was cheaper during the last promo. I tried calling but the wait time was over 30 minutes. Please advise.",product-question
T-11381,chat,Urgent,The invoice in the box lists a Ember fuel canister that is not what I was charged for online - which one is actually shipping to me,shipping
T-11382,email,Shipping delay,"Hello Northwind, If I refuse the package at delivery do I still have to pay return shipping. I tried calling but the wait time was over 20 minutes. Please advise.",shipping
T-11383,email,Order status,"Hello, My package arrived with the box soaked and the Firefly bug net inside looks damaged. Thank you. — Morgan Novak",shipping
T-11384,chat,Urgent,does the Halo climbing helmet ever go on sale - i twas cheaper durin the last promo. This is for an upcoming acnoe trip?,product-question
T-11385,webform,Return label,"Hello, The return label you emailed me shows the wrong delivery address for the warehouse. I need this sorted before Friday.",returns-warranty
T-11386,webform,Support request,"Hello, My account shows an order I already cancelled and the charge is still pending on my card. how do i get a return shipping label for order nw-49459. what is your return policy on sale items like the ember camp stove. This is for an upcoming canoe trip.",billing
T-11387,chat,Charge I do not recognize,why was I charged $58.00 for shipping when the site says orders over $75 ship free. I tride calling but hte wait time was over 45 minutes,billing
T-11388,chat,Support request,the tracking page says delivered but there is no package anywhere at my address. I already looked through the help center and could not find an answer.,shipping
T-11389,email,Need assistance,"Hello Northwind, My order NW-64414 was placed two weeks ago and the tracking still says label created. This is for an upcoming backpacking trip. Hope you caan help.",shipping
T-11390,webform,Package missing,"Hello Northwind, The estimated delivery on my order keeps moving - it has changed twice this week. I placed the ordre during the sale. Thank you.",shipping
T-11391,email,Urgent,"Hey, I want to return the Torrent rain jacket from order NW-45266 for a refund. I already looekd through the help center and could not find an answer. Appreciate it. — Devon Kim",returns-warranty
T-11392,email,Password reste not working,"Hey, I cannot open the tracking link for my order without signing in and the sign in page just loops. I placed the order on the 3rd. — Morgan Chen",account-access
T-11393,email,Support request,"Good morning, The email receipt went to my old address - I need to update where my invoices get sent. I have been a customer for a long time and this is the first problem I have had.",account-access
T-11394,chat,Before I buy,how long does shipping usually take to Canada if I order the Drifter 10 kayak today. I tried calling but the wait time was over 45 minutes,product-question
T-11395,email,Urgent,"Hello, The Firefly bug net does not fit - how do I exchange it for the wide version. The order had the Cirrus trekking poles and some smaller items in it.",returns-warranty
T-11396,email,Membership billing,"Hello, There is a charge from Northwind on my statement for $189.00 that I do not recognize. The order had the Cirrus trekking poles and some smaller items in it. Thanks in advance. — Casey Nguyen",billing
T-11397,webform,Question,"Good morning, My order history dissappeared after I merged my old account with my new email. you sent the wong item - i ordered the lumen 800 headlamp and got a anchor bear canister instead. I placed the order last week. Thanks.",account-access
T-11398,webform,Damaged product,"Hi there, The Torrent rain pants does not fit - how do I exchange it for the next size down. I paid with the card ending 3059.",returns-warranty
T-11399,email,Urgent,"Hello, I paid $189.50 extra for two day shipping and it has been five days. I already looked through the help ceenter and could not find an answer. — Dana Patel",shipping
T-11400,webform,Retun request,"Hey, Is the Torrent rain jacket still returnable if I used it once. I contacted you a few days ago about this and never heard back. Thank you.",returns-warranty
T-11401,email,Support request,"Hey, The price of the Firefly bug net dropped to $249.50 the day after I bought it - do you do price adjustments. Thanks. — Reese Chen",billing
T-11402,email,Product question,"Hey, Is the Torrent rain pants actually waterproof or just water resistant. Please advise.",product-question
T-11403,chat,Question,I caucelled order NW-66577 minutes after placing it but the charge of $98.95 still went through??,billing
T-11404,chat,Waarranty claim,the Firefly bug net does not fit - how do I exchange it for the wide version. The package was a gift for my daughter,returns-warranty
T-11405,email,Urgent,"Hi there, USPS tracking shows my package has been sitting in a sort facility for four days. The package was a gift for a friend. — Skyler Novak",shipping
T-11406,chat,Order not delivered,If I refuse the package at delivery do I still have to pay return shipping??,shipping
T-11407,webform,Question,"Hey, I need the Torrent rain jacket before my trip on the 14th - can you expedite shipping. Thank you.",shipping
T-11408,chat,Delivery problem,my refund was approved but the replacement Merino trail socks still has no tracking number. I tried calling but the wait time was over 30 minutes??,shipping
T-11409,email,Help,"Hey, DHL tracking shows my package has been siting in customs for five days. Order number is NW-63941 if that helpz. Hope you can help. — Quinn Whitfield",shipping
T-11410,email,Question,"Hey, The return label you emailed me shows the wrong delivery address for the warehouse. The package was a gift for a friend. Appreciate it. — Jordan Haddad",returns-warranty
T-11411,webform,Urgent,"Hey, When I log in my order history shows someone else's orders and charges. do the trailhead trail runners run wide - i am usually a 9.5. I tried calling but the wait time was over 45 minutes.",account-access
T-11412,webform,Delivery problem,"Hello Northwind, I need the Torrent rain pants before Saturday - can you expedite shipping. Thanks.",shipping
T-11413,email,Invoice request,"Hi, I was charged twice for order NW-79120 - there are two $129.95 charges on my card. if i refuse the package at delivery do i still have to pay return shipping. Thanks. — Kai Patel",billing
T-11414,email,Urgent,"Hi, Is there a charge for the Trail Club membership that comes up at checkout. what is your return policy on sale items like the ember camp stove. I contacted you a few days ago about this and never heard back. Thank you.",product-question
T-11415,webform,Support request,"Hi, You charged the wrong card - the order should have gone on the card ending 2462. I have been a customer for years and this is the first problem I have had.",billing
T-11416,chat,Question,I was charged sales tax on order NW-48259 but my statte does not tax clothing. I contacted you last week about this and never heard back,billing
T-11417,webform,Urgent,"Hi, You sent the wrong item - I ordered the Lumen 400 headlamp and got a Torrent rain pants instead. I tried calling but the wait time was over 20 minutes.",returns-warranty
T-11418,email,Support request,You refunded the item but not the original shipping cost on order NW-66292. The package was a gift for my partner. Hope you can help. — Devon Novak,billing
T-11419,email,Login trouble,"Hi there, How do I change the email address on my account - I no longer have access to the old one. I tried calling but the wait time was over 45 minutes. Thank you. — Rowan Nguyen",account-access
T-11420,email,Question,"Hi, My gift card balance shows $149.00 but checkout would not let me use it. you split my order into two shipments and only one has any tracking movement. I tried calling but the wait time was over 30 minutes. Please advise. — Alex Chen",billing
T-11421,email,Defective item,"Hello, Is the Cascade 20 sleeping bag still returnable if I used it once. I placed the order on the 3rd. Hope you can help. — Quinn Chen",returns-warranty
T-11422,chat,2FA problem,i cannot log in to my account - it keeps saying my password is wrong even after I reset it. does the ridgeline 4p tent ever go on sale - it was cheaper during the last promo?,account-access
T-11423,webform,Help,"Good morning, My refund was approved but the replacemet Glacier 45 cooler still has no tracking number. Hope yo ucan help.",shipping
T-11424,email,Defective item,"Hey, I am past the 30 day window but the Trailhead hiking boots has a manufacturing defect - does the warranty cover it. Thanks.",returns-warranty
T-11425,email,Spec question,"Hi there, If the Slate sunglasses does not fit can I return it for free or is return shipping on me. the buckle on my ridgeline 2p tent broke after a month - i want to make a warranty claim. the ridgeline 2p tent does not fit - how do i exchange it for the wide version. I have been a customer for years and this is the first problem I have had. Thanks in advance.",product-question
T-11426,chat,Help,Does the Riverbend andals ever go on sale - it was cheaper during the last rpomo. The roder had te Basecamp camp chair and some smaller items in it?,product-question
T-11427,webform,Order status,"Hi there, Only half of order NW-43435 showed up - the Windbreak fleece is missing from the box. Order number is NW-62437 if that helps.",shipping
T-11428,email,Order status,"Hi there, You split my order into two shipments and only one has any tracking movement. how do i change the email address on my account - i no longer have access to the old one. I need this sorted before Friday. Thanks.",shipping
T-11429,chat,Logn trouble,i think someone else has been using my account - there is an order in my history I never placed. I tried calling but the wait time was over 30 minutes,account-access
T-11430,webform,Problem with my order,"Hello Northwind, I am past the 30 day window but the Summit 65 backpack has a manufacturing defect - does the warranty cover it. I have been a customer for years and this is the first problem I have had. Appreciate it.",returns-warranty
T-11431,email,Return status,"Hi, I want to return the Summit 65 backpack from order NW-78483 for a refund. I tried calling but the wait time was over 30 minutes. Please advise. — Avery Novak",returns-warranty
T-11432,chat,Support request,How lng does shipping usually take to Alaska if I order the Voltpack 20K power bank today. how do i get a return shipping label for order nw-73248,product-question
T-11433,webform,Support request,"Good morning, The Merino trail socks showed up scratched straight out fo the box and I want a replacement. my package arrived with the box toorn open and the voltpack 20k power bank inside looks okay. The package was a gift for my son. Thanks in advance.",returns-warranty
T-11434,webform,Invoice request,"Hey, Please cancel my Trail Club membership - I am still being billed $12.99 a month. my exchange shipped but tracking says it is going back to you insttead of to me. I contacted you last week about his nad never heard back.",billing
